duration_1,duration_2,duration_3,duration_4,duration_5,loudness_level,popularity_level,tempo_class,time_signature,key_mode,artist_song_count,album_freq,movement_index,intensity_level,verbal_density,purity_score,positivity_index,activity_rate,loudness_intensity,happy_dance,acoustics_instrumental,artists_avg_popularity,tempo_vs_genre,energy_rank_pct,loud_energy_ratio,mood_pca,mood_cluster,acoustic_valence_mood_cluster,explicit,signal_strength,mode_indicator,focus_factor,ambient_level,key_sin,key_cos,duration_log,duration_log_z,time_signature_class_boolean,loudness_yeo,is_instrumental,is_dance_hit,temp_zscore,resonance_factor,timbre_index,echo_constant,distorted_movement,signal_power,target_class,target_regression
0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,0.2218242027933286,0.7673876275060306,1.444395328271377,0.4650965667654115,-0.805572087964795,-0.9514279320932,-0.5008148313337427,1.2934323736043087,-1.5708789415425426,-0.5647343183880154,0.907959973099426,-1.3205808074516856,0.6964964766600423,1.6763256464652607,-0.8415676043326397,-1.4918267976702175,-0.0083859429040831,-2.018412533800467,0.2262194325650796,-0.9221413015168112,0.0,0.201,1.0,0.263,0.109,-0.8660254037844385,-0.5000000000000004,1.582909115087832,0.2035785958029272,1.0,-1.1019441173428224,0.0,0.0,-0.5647318414559509,0.6125606837741009,0.47300843659010705,1,0.951926887559824,0.201,class_45,1.917123485878192
0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.2218242027933286,-0.6677083069731333,4.786520346135462,0.76335664409239,-0.0622364556937262,0.4750030866987449,-0.2482903914158481,-0.9182184376310608,-0.2856822237000991,-0.5672361398542974,-0.3914821401237235,-0.3420781310859419,-0.3063176392357594,1.1957822589468932,-0.8441832036149032,0.9273550782437708,-0.0094274821423196,0.2221910123566435,0.2262194325650796,0.3960632288163974,0.0,0.864,0.0,0.0,0.209,1.0,6.123233995736766e-17,1.529239637104988,0.0183294509604479,1.0,0.3762241476202843,0.0,0.0,-0.5672336519492115,1.3919716568452027,0.7389981675095413,1,1.1075087640816756,0.864,class_45,2.320622969726563
0.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,0.2218242027933286,1.0487789872078277,4.786520346135462,0.1242279069631503,-0.4079739590756188,0.8164000840873386,-0.4402846285069814,-0.933194942267802,-0.8912521057567127,-0.4046177445459691,0.3978055358858057,-0.8562305738109516,-0.3063176392357594,1.1957822589468932,-0.6741692502677844,0.921976552493422,-0.0094114119382394,-0.2431478477490718,0.2262194325650796,-1.5812435666834157,0.0,0.863,1.0,0.0,0.639,-1.0,-1.8369701987210294e-16,1.4093026291688102,-0.3956531139947193,1.0,0.9528503694486746,0.0,0.0,-0.4046159698872797,0.3419711551264461,0.387794914290183,1,-1.975317307740197,0.863,class_45,2.230956417760258
0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.2218242027933286,-0.3581778113011568,4.786520346135462,0.0816193244878676,-0.4598345845829026,0.8191837520916717,0.4478069410919063,-0.8222244561039975,-0.5826814652183109,1.5964057794254547,0.1890595208387907,-0.6706356333334232,-0.3063173949746336,1.1957822589468932,1.4178568050006486,1.511836736690583,-0.0094537922472548,0.1347580683658538,0.8942275944328577,0.3960632288163974,0.0,0.961,1.0,1.15e-06,0.553,0.8660254037844387,-0.4999999999999998,1.5813127487082523,0.198068471281743,1.0,0.9582572510200796,0.0,0.0,1.596398777568946,-0.02053121580920528,0.546116362632361,1,1.2573283488804958,0.961,class_45,0.3927921024510136
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2218242027933286,1.0487789872078277,-0.4791298618662256,0.4224879842901289,0.1336814628893455,0.4296690649138881,-0.1329046922773345,-0.8014738773904405,-0.1391111694443584,0.9284861631672684,0.1283264328705088,-0.1602836145656536,-0.3063176392357594,1.1396697194207537,0.7195615459505239,-0.066289570194272,-0.0093149121339842,-0.009478779429666,-0.4417887293026986,0.3960632288163974,1.0,0.671,1.0,0.0,0.0604,-1.0,-1.8369701987210294e-16,1.3428648031925547,-0.6249743392026305,1.0,0.3101211216639002,0.0,0.0,0.9284820908148824,0.7255214659988233,0.38813316384282726,1,-0.9553916727636148,0.671,class_45,1.6032905539961255
0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.2218242027933286,1.3020312109394447,0.4105005385724156,-0.2592493353143936,-0.0564741639706946,0.286707829548484,-0.5622908185796721,-0.7990680131917671,-0.9298234358240128,0.7287407372993157,0.3714089342504459,-0.8095302778264365,-0.3063176392357594,0.0660497964872829,0.5107320992546168,-0.6427946014689566,-0.0091926180913082,-0.8257143958866507,-0.4417887293026986,-1.5812435666834157,0.0,0.533,0.0,0.0,0.205,-0.8660254037844386,0.5000000000000001,1.6052056356388489,0.2805387511888054,1.0,0.1139971569550065,0.0,0.0,0.7287375410329651,0.4775796714015687,0.044661515822117304,1,0.2431650056269449,0.533,class_45,1.917123485878192
0.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,0.2218242027933286,1.0206398512376478,4.786520346135462,0.5503137317159769,0.1048700042741878,0.7573465557096959,-0.2955796123742553,-0.9040238388588886,0.4278873825449546,-0.4050180359805742,0.0045241852785243,0.26268388840444,-0.3063176392357594,1.1957822589468932,-0.6745877461529466,1.57765530604231,-0.0094605381763313,0.9266232493148264,0.2262194325650796,0.0665120962330952,0.0,0.972,0.0,0.0,0.0707,-1.0,-1.8369701987210294e-16,1.5764083942197975,0.1811402746765699,1.0,0.8412833348005802,0.0,0.0,-0.4050162595662014,0.8852911216680753,0.4802517582738467,1,-1.618055220912242,0.972,class_45,1.87229020989504
0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.2218242027933286,-1.4837432501083443,4.786520346135462,0.4650965667654115,-0.304252708061051,0.3660423676719836,-0.4573087480520081,-0.3064673185134153,-1.134251485180704,-1.3925703627709458,0.1301611218971826,-0.9975881756627072,-0.306315197289854,1.1957822589468932,-1.707051969505039,-0.2178302928891301,-0.0092914600482427,-0.810433164142245,-0.1077846483688094,-1.5812435666834157,0.0,0.637,1.0,2.24e-06,0.389,0.0,1.0,1.501503717332404,-0.0774056970678832,1.0,0.2206322140329127,0.0,0.0,-1.392564254939225,-0.13193633077317146,0.9203729853528316,1,0.202828963565724,0.637,class_45,0.9756246902319936
0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.2218242027933286,-1.230491026376727,4.786520346135462,0.5503137317159769,0.2777387559651341,0.9295363051205998,-0.5377004236813004,-0.7407258063739405,0.8136006832179571,-0.4719334207987294,0.5670887588232285,0.6616526982580998,-0.3056575686465392,1.1957822589468932,-0.7445463082892174,1.2023739895631642,-0.0094284687626697,1.0972360432871062,0.2262194325650796,0.0665120962330952,0.0,0.911,0.0,0.00188,0.0908,0.4999999999999999,0.8660254037844387,1.4868935596760064,-0.1278350903391688,1.0,1.1845855565361705,0.0,0.0,-0.4719313508926085,0.9092503141649018,0.42467404902418315,1,-1.1570718830697186,0.911,class_45,1.7826236579287351
0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.2218242027933286,-0.3863169472713365,1.444395328271377,0.4650965667654115,-0.3849247921834926,0.4797750889918878,-0.4336641375728045,-0.9465474885704386,0.2504592642353739,-0.0674722837498102,-0.256434596429845,-0.1043623696171583,-0.3063163208142612,1.6763256464652607,-0.3216910909899734,0.7047540026269301,-0.0094078052914314,0.4360559405511449,1.2282316753667468,0.0665120962330952,0.0,0.824,0.0,0.00161,0.0916,0.8660254037844387,-0.4999999999999998,1.5365804401307095,0.0436674556156575,1.0,0.3833017938018596,0.0,0.0,-0.0674719878154962,0.8576164654762617,0.5756598024372476,1,-0.8401458383029842,0.824,class_45,2.051623313827649
